file                                                           format  type    num_seqs        sum_len  min_len  avg_len  max_len
../data/raw/cuttrim2_SF-2243-GB-18-1_S41_L002_R1_001.fastq.gz  FASTQ   DNA   44,915,219  6,241,124,648       30      139      151
../data/raw/cuttrim2_SF-2243-GB-18-1_S41_L002_R2_001.fastq.gz  FASTQ   DNA   44,915,219  6,242,199,052       30      139      151
file                                                            format  type    num_seqs        sum_len  min_len  avg_len  max_len
../data/raw/cuttrim2_SF-2243-GB-12-15_S48_L002_R1_001.fastq.gz  FASTQ   DNA   59,299,252  8,209,340,519       30    138.4      151
../data/raw/cuttrim2_SF-2243-GB-12-15_S48_L002_R2_001.fastq.gz  FASTQ   DNA   59,299,252  8,209,789,706       30    138.4      151
file                                                           format  type    num_seqs        sum_len  min_len  avg_len  max_len
../data/raw/cuttrim2_SF-2243-GB-12-6_S45_L002_R1_001.fastq.gz  FASTQ   DNA   54,057,043  7,447,223,692       30    137.8      151
../data/raw/cuttrim2_SF-2243-GB-12-6_S45_L002_R2_001.fastq.gz  FASTQ   DNA   54,057,043  7,451,058,476       30    137.8      151
file                                                           format  type    num_seqs        sum_len  min_len  avg_len  max_len
../data/raw/cuttrim2_SF-2243-GB-18-2_S42_L002_R1_001.fastq.gz  FASTQ   DNA   51,652,370  7,165,879,090       30    138.7      151
../data/raw/cuttrim2_SF-2243-GB-18-2_S42_L002_R2_001.fastq.gz  FASTQ   DNA   51,652,370  7,168,622,038       30    138.8      151
file                                                           format  type    num_seqs        sum_len  min_len  avg_len  max_len
../data/raw/cuttrim2_SF-2243-GB-18-8_S46_L002_R1_001.fastq.gz  FASTQ   DNA   65,727,234  9,142,797,131       30    139.1      151
../data/raw/cuttrim2_SF-2243-GB-18-8_S46_L002_R2_001.fastq.gz  FASTQ   DNA   65,727,234  9,144,495,992       30    139.1      151
file                                                           format  type    num_seqs         sum_len  min_len  avg_len  max_len
../data/raw/cuttrim2_SF-2243-GB-12-5_S44_L002_R1_001.fastq.gz  FASTQ   DNA   91,620,102  12,837,832,467       30    140.1      151
../data/raw/cuttrim2_SF-2243-GB-12-5_S44_L002_R2_001.fastq.gz  FASTQ   DNA   91,620,102  12,837,570,438       30    140.1      151
file                                                           format  type    num_seqs         sum_len  min_len  avg_len  max_len
../data/raw/cuttrim2_SF-2243-GB-18-3_S43_L002_R1_001.fastq.gz  FASTQ   DNA   71,420,566  10,003,313,004       30    140.1      151
../data/raw/cuttrim2_SF-2243-GB-18-3_S43_L002_R2_001.fastq.gz  FASTQ   DNA   71,420,566  10,005,939,341       30    140.1      151
